timestamp,x,y,z
0,3.06,10.74,1.69
10,3.1,11.18,1.7
20,3.13,11.65,1.55
30,3.02,11.96,1.54
40,2.94,11.9,1.35
50,2.81,11.5,1.31
60,2.71,10.91,1.49
70,2.65,10.55,1.65
80,2.68,10.0,1.47
90,2.71,9.38,1.1
100,2.7,8.88,1.01
110,2.68,8.37,1.09
120,2.69,7.68,1.13
130,2.75,6.89,1.12
140,2.69,6.1,1.49
150,2.56,5.38,2.09
160,2.49,4.99,2.33
170,2.42,4.4,2.46
180,2.28,3.66,2.66
190,2.16,1.92,1.61
200,1.9,-0.96,0.36
210,1.4,-5.6,-0.47
220,0.42,-12.48,-0.44
230,-0.65,-20.28,0.26
240,-1.98,-27.49,1.0
250,-3.85,-30.25,0.81
260,-6.53,-25.49,-1.09
270,-8.99,-17.63,-4.65
280,-11.38,-8.84,-6.57
290,-12.73,-0.24,-4.86
300,-22.74,9.1,5.77
310,-18.3,17.93,5.92
320,-15.73,25.4,3.8
330,-13.01,32.0,1.04
340,-11.28,35.91,1.1
350,-9.79,36.09,1.27
360,-8.74,33.71,1.81
370,-8.12,31.14,3.13
380,-7.32,28.38,3.63
390,-6.86,25.55,3.68
400,-6.49,24.44,4.29
410,-5.86,23.65,4.39
420,-5.23,23.14,4.46
430,-4.41,22.65,3.78
440,-3.95,21.75,3.58
450,-3.62,19.98,3.82
460,-3.39,17.52,3.74
470,-3.38,15.42,3.81
480,-3.66,14.38,4.7
490,-3.82,14.48,5.55
500,-3.94,15.38,5.92
510,-4.49,16.65,7.14
520,-5.53,18.85,9.0
530,-6.34,22.05,10.1
540,-6.93,25.98,10.09
550,-7.57,29.99,9.32
560,-8.2,32.53,8.43
570,-8.87,31.97,6.52
580,-9.41,28.96,3.51
590,-10.09,24.14,1.75
600,-10.45,17.87,0.67
610,-10.13,10.86,-0.51
620,-9.41,4.84,-1.74
630,-7.8,0.19,-4.17
640,-5.84,-2.81,-6.96
650,-4.07,-4.87,-8.16
660,-2.3,-5.87,-8.32
670,-1.25,-6.23,-6.9
680,-0.25,-6.67,-5.89
690,0.8,-7.21,-5.66
700,1.92,-6.62,-5.83
710,2.9,-5.77,-5.63
720,3.2,-5.11,-4.68
730,3.16,-3.94,-3.1
740,3.47,-2.32,-2.26
750,3.7,-0.25,-1.15
760,3.71,1.78,0.23
770,3.87,3.19,0.82
780,3.74,4.45,1.88
790,3.69,5.92,2.47
800,3.89,7.39,2.51
810,3.98,8.44,2.87
820,4.19,8.65,2.83
830,4.19,8.22,2.86
840,4.16,7.53,2.8
850,4.23,7.32,2.49
860,4.25,7.67,2.36
870,4.39,7.84,2.17
880,4.43,8.25,2.51
890,4.54,8.74,2.46
900,4.77,9.2,1.88
910,4.83,9.76,1.67
920,4.9,10.09,1.4
930,4.94,9.97,1.09
940,4.81,9.21,1.15
950,4.69,8.2,1.4
960,4.65,7.63,1.49
970,4.74,7.62,1.33
980,4.83,7.9,1.28
990,4.87,8.06,1.4
1000,4.86,8.21,1.6
