timestamp,x,y,z
0,6.84,5.43,2.66
10,6.81,5.37,2.79
20,6.79,5.36,2.9
30,6.79,5.33,2.87
40,6.85,5.32,2.74
50,6.91,5.39,2.65
60,6.91,5.36,2.67
70,6.87,5.32,2.72
80,6.91,5.4,2.73
90,6.91,5.37,2.76
100,6.81,5.27,2.89
110,6.71,5.19,3.01
120,6.64,5.14,2.99
130,6.63,5.12,2.96
140,6.61,5.13,3.12
150,6.54,5.25,3.37
160,6.54,5.2,3.45
170,6.51,4.97,3.22
180,6.39,4.67,3.23
190,6.25,4.42,3.17
200,6.12,4.21,3.34
210,6.01,4.19,3.54
220,5.87,4.07,3.62
230,5.61,3.8,3.7
240,5.15,3.28,3.77
250,4.51,2.9,4.17
260,3.97,2.19,4.07
270,3.29,0.93,3.85
280,2.08,-0.28,4.09
290,0.45,-2.39,4.5
300,-1.78,-6.63,4.47
310,-5.06,-13.25,2.12
320,-8.09,-23.74,-0.32
330,-11.06,-31.62,-2.69
340,-13.95,-32.89,-3.77
350,-19.96,-25.21,-1.79
360,-22.02,-14.51,-3.07
370,-22.64,-1.24,-4.5
380,-21.55,12.31,-4.73
390,-18.71,24.82,-4.16
400,-14.24,34.65,-4.41
410,-9.74,39.98,-4.03
420,-6.82,40.99,-2.84
430,-4.82,39.74,-1.66
440,-2.67,34.46,-0.94
450,-2.45,33.17,0.37
460,-1.42,35.11,-0.56
470,0.07,34.99,-2.02
480,0.49,33.29,-1.59
490,0.62,30.77,-1.1
500,0.71,27.33,-1.32
510,0.02,23.36,-0.3
520,-0.55,19.38,0.02
530,-1.24,16.84,0.69
540,-1.7,15.15,1.22
550,-1.7,14.15,1.34
560,-2.11,13.75,2.36
570,-2.19,14.71,3.2
580,-2.06,16.06,3.77
590,-2.04,17.71,4.53
600,-1.84,19.63,5.09
610,-1.27,21.74,5.67
620,-1.28,24.36,7.52
630,-1.64,26.53,9.23
640,-1.93,27.78,9.53
650,-2.24,28.45,8.71
660,-2.97,28.49,7.7
670,-3.86,27.62,6.3
680,-4.56,26.27,4.07
690,-5.21,24.53,1.65
700,-6.14,21.36,-1.33
710,-6.96,17.61,-3.75
720,-8.11,13.11,-4.96
730,-8.73,8.09,-5.17
740,-9.18,3.43,-4.56
750,-8.83,-1.04,-4.55
760,-7.71,-4.53,-5.01
770,-6.54,-6.49,-5.17
780,-5.05,-6.99,-5.91
790,-3.17,-7.15,-7.6
800,-1.51,-6.63,-8.39
810,-0.34,-5.47,-7.55
820,0.41,-4.91,-6.08
830,1.13,-4.35,-4.99
840,1.89,-3.54,-4.13
850,2.53,-2.93,-3.14
860,3.11,-2.16,-2.24
870,3.79,-0.63,-1.4
880,4.35,0.75,-0.7
890,4.84,1.66,0.23
900,5.28,2.34,0.88
910,5.72,3.01,1.21
920,5.9,3.63,1.7
930,6.18,4.19,1.47
940,6.32,4.96,1.48
950,6.31,5.62,1.65
960,6.62,6.26,1.31
970,6.71,7.03,1.19
980,6.58,7.47,1.06
990,6.39,7.48,1.57
1000,6.49,7.89,1.72
