timestamp,x,y,z
0,7.06,3.94,2.86
10,7.0,3.91,2.91
20,6.86,3.89,2.8
30,6.67,3.75,2.69
40,6.17,3.7,2.89
50,5.52,3.32,3.29
60,4.65,2.79,3.74
70,3.44,1.53,4.16
80,1.64,-0.73,4.29
90,-0.46,-4.94,4.17
100,-3.1,-10.99,3.86
110,-5.63,-16.58,2.75
120,-7.03,-20.34,2.14
130,-8.58,-21.75,2.19
140,-16.08,-19.96,6.96
150,-17.09,-16.88,4.83
160,-18.92,-13.06,2.9
170,-19.89,-7.25,0.81
180,-19.4,1.67,-1.7
190,-17.28,12.61,-3.91
200,-13.39,22.99,-6.21
210,-8.73,29.68,-8.11
220,-4.46,32.99,-8.6
230,-2.02,35.0,-8.52
240,-0.24,34.12,-5.68
250,1.28,33.07,-5.05
260,2.45,35.23,-4.31
270,3.61,38.28,-3.91
280,4.87,39.41,-4.18
290,6.27,38.04,-4.39
300,7.21,36.2,-4.39
310,7.7,33.87,-4.53
320,7.14,30.51,-3.97
330,6.11,27.1,-2.69
340,4.87,23.39,-1.52
350,3.9,20.44,-1.01
360,3.07,18.58,-0.5
370,2.37,17.69,0.52
380,2.16,17.1,0.93
390,2.39,16.77,1.53
400,2.5,18.2,3.21
410,2.97,20.3,4.21
420,3.2,22.69,5.15
430,3.48,24.28,4.99
440,3.52,26.11,4.84
450,2.83,27.55,5.82
460,1.39,26.88,6.0
470,-0.25,23.98,5.31
480,-2.14,19.85,4.37
490,-4.02,15.91,3.33
500,-4.99,13.7,0.96
510,-5.38,12.78,-2.3
520,-6.16,11.22,-4.73
530,-6.64,8.93,-7.25
540,-6.85,5.83,-9.99
550,-6.53,1.66,-11.66
560,-6.55,-1.97,-10.41
570,-6.78,-6.21,-7.18
580,-6.43,-9.97,-4.53
590,-4.85,-11.05,-5.0
600,-2.87,-10.44,-6.48
610,-1.17,-8.88,-7.24
620,0.66,-7.16,-7.26
630,1.96,-5.2,-6.52
640,3.04,-3.68,-5.47
650,3.59,-3.22,-3.7
660,3.75,-3.08,-1.95
670,4.21,-3.51,-1.22
680,4.52,-3.24,-0.65
690,5.01,-2.45,0.16
700,5.7,-1.01,0.98
710,6.52,0.59,1.36
720,7.33,2.29,1.33
730,7.91,4.02,1.13
740,8.32,4.99,0.57
750,8.49,5.28,0.46
760,8.45,5.54,0.76
770,8.41,6.38,1.45
780,8.49,6.92,1.59
790,8.65,6.81,1.0
800,8.77,6.6,0.33
810,8.82,6.61,-0.2
820,8.99,6.95,-0.82
830,8.6,6.7,-0.66
840,8.46,6.25,-0.74
850,8.47,6.81,-0.71
860,8.56,7.34,-0.84
870,8.45,7.22,-0.89
880,8.3,6.76,-0.55
890,8.38,6.08,-0.67
900,8.4,5.88,-0.64
910,8.35,5.67,-0.62
920,8.28,5.37,-0.65
930,8.14,5.21,-0.53
940,7.93,4.91,-0.26
950,7.84,5.29,0.3
960,8.1,5.83,-0.2
970,8.25,6.22,-0.6
980,8.27,6.32,-0.82
990,8.25,6.41,-0.73
1000,8.14,6.77,-0.17
