timestamp,x,y,z
0,4.58,8.1,2.8
10,4.46,7.64,2.97
20,4.37,7.49,3.25
30,4.37,7.47,3.22
40,4.5,7.48,2.97
50,4.67,7.45,2.62
60,4.79,7.33,2.4
70,4.84,7.26,2.17
80,4.87,7.16,2.07
90,4.78,7.47,2.55
100,4.66,7.88,3.24
110,4.7,8.43,3.15
120,4.92,8.34,2.68
130,5.02,8.0,2.43
140,4.85,8.02,3.04
150,4.74,8.25,3.51
160,4.81,8.21,3.35
170,4.98,7.99,2.81
180,5.18,8.08,2.43
190,5.25,8.27,2.4
200,5.2,8.6,2.72
210,5.05,9.02,3.21
220,5.06,9.28,3.31
230,5.19,9.28,2.94
240,5.38,9.28,2.51
250,5.37,9.38,2.42
260,5.3,9.58,2.41
270,5.22,9.95,2.43
280,5.22,10.59,2.39
290,5.18,11.06,2.26
300,4.89,10.98,2.27
310,4.52,10.48,2.57
320,4.24,9.95,3.09
330,4.27,9.56,2.82
340,4.38,9.11,2.08
350,4.28,8.21,1.77
360,3.98,6.54,2.05
370,3.07,4.41,3.05
380,1.85,0.1,3.87
390,0.04,-5.65,4.6
400,-1.73,-14.29,5.79
410,-3.56,-26.74,6.36
420,-4.03,-39.71,2.49
430,-7.8,-41.5,-0.58
440,-11.24,-36.57,-2.04
450,-20.14,-29.42,-2.07
460,-20.26,-19.45,-9.38
470,-21.96,-9.21,-13.11
480,-23.39,2.02,-12.8
490,-24.37,12.0,-8.63
500,-24.96,21.43,-2.88
510,-22.69,31.63,-1.25
520,-18.55,37.69,-2.13
530,-14.29,39.07,-4.19
540,-11.89,41.03,-3.3
550,-10.15,42.18,-1.07
560,-8.29,40.82,-0.65
570,-7.0,38.05,-1.25
580,-6.11,35.25,-2.26
590,-5.5,33.82,-2.66
600,-5.39,33.68,-2.2
610,-5.41,33.78,-0.66
620,-5.55,35.49,1.57
630,-5.64,36.04,2.92
640,-6.23,36.01,5.24
650,-7.31,36.75,7.61
660,-8.5,37.92,9.24
670,-9.66,38.99,9.5
680,-10.92,38.63,8.25
690,-12.28,36.45,5.74
700,-13.65,32.41,2.55
710,-14.69,26.74,-1.05
720,-15.87,21.0,-2.91
730,-18.28,13.58,-0.5
740,-18.28,5.43,-1.19
750,-16.41,1.32,-4.4
760,-14.36,-0.59,-7.71
770,-12.86,-4.05,-10.38
780,-11.16,-8.23,-12.31
790,-9.18,-10.2,-12.84
800,-7.45,-11.76,-11.54
810,-5.54,-12.78,-10.46
820,-3.25,-11.62,-10.18
830,-1.09,-10.13,-9.44
840,0.52,-8.36,-8.02
850,1.54,-6.16,-6.07
860,2.61,-3.95,-5.26
870,3.51,-1.75,-4.43
880,4.24,-0.85,-3.38
890,4.55,-0.8,-1.69
900,4.87,-0.96,-0.23
910,5.32,-1.03,0.65
920,5.65,-0.82,1.47
930,6.01,-0.11,1.9
940,6.28,1.08,2.1
950,6.4,2.81,2.6
960,6.62,4.51,2.37
970,6.91,6.29,1.89
980,6.89,7.79,2.03
990,6.96,8.75,1.53
1000,7.12,9.18,0.44
