timestamp,x,y,z
0,6.97,7.53,2.7
10,6.9,7.56,2.78
20,6.82,7.5,2.93
30,6.88,7.53,3.02
40,6.95,7.68,3.03
50,7.0,7.56,2.95
60,6.91,7.7,3.29
70,6.94,7.91,3.29
80,6.88,7.61,3.4
90,6.66,7.25,3.55
100,6.5,6.86,3.38
110,6.3,6.44,3.13
120,6.25,5.8,2.95
130,6.11,5.09,2.86
140,5.81,4.61,3.1
150,5.5,4.13,3.51
160,5.2,3.67,3.78
170,4.87,3.07,3.82
180,4.49,2.34,3.74
190,4.07,1.64,3.7
200,3.53,0.59,3.75
210,2.55,-0.91,3.75
220,1.7,-2.4,3.93
230,0.17,-5.01,4.0
240,-1.84,-9.05,3.13
250,-4.04,-13.91,1.56
260,-6.71,-19.0,-0.73
270,-9.56,-23.74,-2.98
280,-13.11,-25.83,-5.16
290,-17.06,-25.2,-6.02
300,-19.73,-17.08,-6.67
310,-20.12,-5.16,-8.06
320,-20.06,8.35,-6.55
330,-19.09,19.77,-3.19
340,-16.04,28.48,-2.31
350,-11.49,35.72,-3.95
360,-7.26,40.13,-5.33
370,-4.23,40.07,-4.87
380,-2.97,35.79,-2.51
390,-3.04,32.35,-0.25
400,-2.31,32.45,-0.31
410,-0.79,32.69,-2.24
420,-0.17,32.2,-2.68
430,0.0,31.22,-2.29
440,-0.09,29.36,-1.4
450,-0.47,26.64,-0.23
460,-1.38,23.16,0.96
470,-2.03,19.54,1.04
480,-2.45,16.49,0.72
490,-2.97,14.18,1.09
500,-3.3,12.7,1.73
510,-3.4,12.19,1.72
520,-3.51,11.5,1.64
530,-3.83,11.59,2.03
540,-3.74,12.74,2.48
550,-3.39,14.83,2.62
560,-3.03,17.09,3.26
570,-2.61,20.37,4.89
580,-2.19,25.59,7.34
590,-2.31,32.14,11.63
600,-2.75,37.13,15.79
610,-3.67,39.15,16.91
620,-5.59,38.44,15.62
630,-8.28,34.72,12.62
640,-10.56,28.88,8.79
650,-12.62,23.33,4.38
660,-13.19,17.53,-1.75
670,-12.76,13.75,-7.77
680,-12.75,10.94,-12.15
690,-13.49,5.6,-14.07
700,-14.01,-2.84,-14.24
710,-13.22,-10.55,-14.37
720,-11.48,-14.58,-14.47
730,-8.76,-15.77,-15.0
740,-5.25,-13.89,-15.68
750,-2.18,-10.87,-14.56
760,-0.04,-7.09,-11.74
770,1.06,-4.38,-8.08
780,1.78,-2.78,-4.5
790,2.55,-2.4,-2.58
800,3.39,-2.59,-1.75
810,3.94,-2.32,-0.63
820,4.17,-1.18,0.85
830,4.35,0.35,1.78
840,4.84,1.23,1.48
850,4.95,2.36,1.52
860,5.1,3.32,1.11
870,5.66,4.35,-0.17
880,6.13,6.03,-0.92
890,6.21,7.37,-0.81
900,6.12,7.7,-0.3
910,6.12,7.6,0.04
920,6.29,7.76,-0.15
930,6.27,7.95,-0.2
940,6.28,7.71,-0.31
950,6.04,7.42,0.43
960,6.14,7.27,0.36
970,6.32,7.54,-0.17
980,6.3,7.74,-0.46
990,6.23,7.48,-0.79
1000,6.15,7.4,-0.95
