timestamp,x,y,z
0,6.32,6.8,3.39
10,6.3,6.79,3.52
20,6.32,6.73,3.47
30,6.34,6.73,3.3
40,6.35,6.7,3.32
50,6.31,6.69,3.33
60,6.31,6.73,3.3
70,6.25,6.73,3.38
80,6.23,6.75,3.44
90,6.27,6.8,3.39
100,6.29,6.82,3.46
110,6.27,6.83,3.58
120,6.22,6.86,3.56
130,6.25,6.93,3.55
140,6.18,7.14,3.69
150,6.19,7.22,3.65
160,6.19,7.15,3.59
170,6.22,7.05,3.49
180,6.22,7.0,3.32
190,6.23,6.86,3.13
200,6.19,6.76,3.11
210,6.11,6.81,3.42
220,6.01,6.8,3.72
230,5.94,6.89,4.02
240,5.97,7.05,3.86
250,5.95,7.09,3.65
260,5.86,6.93,3.64
270,5.81,6.53,3.45
280,5.71,6.16,3.37
290,5.55,6.02,4.07
300,5.41,5.98,4.77
310,5.35,6.28,5.21
320,5.22,6.68,5.8
330,5.01,7.04,6.72
340,4.69,7.15,9.06
350,4.49,7.42,12.71
360,5.47,8.15,17.76
370,0.2,8.52,30.51
380,-1.84,7.61,35.74
390,-1.28,5.99,33.72
400,-1.05,4.15,34.37
410,-1.18,3.63,31.53
420,-2.04,3.38,29.28
430,-2.97,4.74,27.26
440,-5.15,4.53,26.34
450,-7.79,5.97,23.89
460,-10.0,6.97,17.23
470,-12.15,6.46,7.72
480,-13.31,5.79,-2.34
490,-13.02,5.35,-13.25
500,-12.33,5.8,-20.69
510,-12.08,8.25,-25.29
520,-12.22,11.23,-28.24
530,-9.3,13.76,-34.07
540,-10.43,14.9,-37.65
550,-8.4,14.94,-42.24
560,-6.38,13.67,-43.12
570,-4.85,12.09,-43.71
580,-3.93,8.02,-42.21
590,-3.37,3.77,-40.36
600,-4.56,0.3,-38.0
610,-7.44,-0.14,-36.88
620,-9.73,4.42,-37.06
630,-10.97,9.79,-34.5
640,-12.53,10.39,-26.51
650,-13.91,7.3,-17.85
660,-15.3,4.23,-14.06
670,-15.94,1.81,-13.63
680,-17.24,0.17,-11.87
690,-22.78,1.16,-3.85
700,-22.19,5.37,5.97
710,-21.62,10.23,18.46
720,-20.07,16.72,34.53
730,-15.44,22.09,41.85
740,-9.87,24.59,39.54
750,-6.43,20.97,37.56
760,-4.96,16.61,42.6
770,-3.7,16.21,48.74
780,-2.22,17.3,52.15
790,-2.03,18.23,55.37
800,-2.43,18.54,55.1
810,-3.36,18.81,52.08
820,-5.2,17.48,47.69
830,-8.37,12.7,43.08
840,-12.65,6.2,38.01
850,-16.24,1.51,30.3
860,-17.57,-1.56,19.87
870,-18.14,-3.87,11.62
880,-17.04,-2.78,3.77
890,-14.71,1.52,-2.32
900,-12.6,7.41,-4.58
910,-12.95,10.74,-4.21
920,-12.82,11.71,-6.43
930,-13.31,10.09,-13.77
940,-14.01,8.82,-20.77
950,-14.24,11.28,-27.05
960,-13.76,16.44,-30.26
970,-9.83,20.58,-31.97
980,-8.67,22.57,-26.6
990,-6.99,23.14,-21.92
1000,-5.34,21.12,-20.11
