timestamp,x,y,z
0,5.15,-7.63,-1.98
10,5.03,-7.44,-1.62
20,4.93,-7.3,-1.35
30,4.89,-7.24,-1.33
40,4.9,-7.28,-1.5
50,4.92,-7.34,-1.73
60,4.97,-7.59,-1.94
70,5.01,-7.93,-2.22
80,4.98,-8.04,-2.55
90,4.89,-7.94,-2.65
100,4.82,-7.96,-2.82
110,4.78,-8.11,-3.04
120,4.83,-8.49,-3.21
130,4.87,-8.87,-3.41
140,4.89,-9.11,-3.49
150,4.89,-9.26,-3.46
160,4.87,-9.35,-3.19
170,4.84,-9.29,-3.11
180,4.83,-9.0,-3.0
190,4.78,-8.74,-3.03
200,4.8,-8.53,-3.17
210,4.81,-8.49,-3.29
220,4.8,-8.39,-3.27
230,4.71,-8.16,-3.04
240,4.64,-7.86,-2.91
250,4.52,-7.56,-2.78
260,4.45,-7.4,-2.84
270,4.47,-7.53,-3.33
280,4.52,-7.79,-3.76
290,4.54,-8.01,-4.22
300,4.53,-8.05,-4.6
310,4.54,-7.94,-4.89
320,4.55,-7.78,-4.81
330,4.53,-7.58,-4.39
340,4.5,-7.41,-4.1
350,4.49,-7.25,-3.83
360,4.52,-7.19,-3.74
370,4.6,-7.17,-3.95
380,4.69,-7.14,-4.32
390,4.7,-7.16,-4.58
400,4.66,-7.06,-5.01
410,4.52,-6.96,-5.22
420,4.4,-6.98,-5.44
430,4.36,-7.27,-6.04
440,4.24,-8.0,-6.19
450,3.8,-9.07,-6.29
460,3.36,-9.58,-8.37
470,3.19,-9.48,-13.87
480,3.31,-6.63,-22.41
490,4.01,-3.97,-29.17
500,4.94,-2.65,-34.71
510,5.17,-2.59,-37.27
520,4.44,-5.03,-36.28
530,3.39,-5.83,-34.73
540,2.4,-5.32,-32.51
550,0.81,-5.17,-28.8
560,-1.92,-5.68,-24.66
570,-5.56,-5.69,-19.41
580,-9.02,-4.5,-12.35
590,-11.71,-2.45,-5.82
600,-20.28,-1.05,3.54
610,-19.49,0.04,6.19
620,-22.8,-0.02,13.06
630,-25.77,-2.22,21.33
640,-25.54,-9.65,25.97
650,-23.66,-16.58,30.05
660,-22.17,-19.8,33.74
670,-20.53,-21.77,36.12
680,-18.62,-21.91,39.93
690,-16.89,-19.65,45.09
700,-15.7,-14.63,48.29
710,-14.28,-9.1,48.37
720,-12.71,-5.7,45.89
730,-12.67,-3.99,40.19
740,-14.57,-3.42,35.42
750,-18.75,-3.84,35.08
760,-23.53,-8.06,37.26
770,-26.64,-9.54,36.71
780,-27.82,-8.43,31.25
790,-28.63,-4.93,24.27
800,-29.6,0.02,17.83
810,-31.26,3.71,10.39
820,-32.41,4.58,1.72
830,-32.54,1.83,-10.04
840,-29.18,-2.42,-30.38
850,-25.56,-7.93,-41.81
860,-14.78,-13.88,-52.55
870,-10.62,-19.79,-51.96
880,-6.97,-19.88,-51.35
890,-4.02,-17.61,-52.73
900,-2.34,-15.37,-51.47
910,-0.96,-13.92,-53.12
920,-0.28,-13.21,-54.03
930,0.15,-11.34,-54.88
940,0.18,-9.5,-55.95
950,-0.17,-8.71,-57.7
960,-1.52,-8.19,-58.05
970,-4.82,-5.41,-54.86
980,-9.32,0.8,-48.82
990,-13.58,5.61,-40.71
1000,-17.49,8.15,-32.6
