timestamp,x,y,z
0,5.82,-8.64,-2.56
10,5.87,-9.25,-2.34
20,5.87,-9.24,-1.97
30,5.75,-8.72,-1.59
40,5.71,-8.0,-1.92
50,5.62,-7.41,-2.1
60,5.71,-6.94,-2.69
70,5.67,-6.56,-3.12
80,5.77,-6.45,-2.85
90,5.83,-6.51,-2.36
100,5.86,-6.72,-1.6
110,5.83,-7.31,-0.45
120,5.85,-7.95,0.51
130,5.92,-8.66,0.8
140,5.92,-8.92,0.62
150,5.78,-8.43,0.14
160,5.78,-7.75,-1.54
170,5.68,-7.31,-2.08
180,5.57,-7.24,-1.8
190,5.48,-7.49,-1.64
200,5.33,-7.92,-1.32
210,5.06,-8.58,-0.34
220,4.94,-9.38,-0.06
230,4.86,-9.62,-0.63
240,4.93,-9.86,-1.13
250,5.03,-10.26,-1.81
260,5.09,-10.0,-2.45
270,5.02,-9.76,-2.34
280,4.94,-9.4,-2.06
290,4.84,-8.88,-2.02
300,4.77,-8.49,-2.12
310,4.82,-7.93,-2.57
320,4.95,-7.65,-3.26
330,5.11,-7.7,-3.83
340,5.34,-8.22,-4.06
350,5.56,-9.03,-4.2
360,5.62,-9.43,-3.83
370,5.59,-9.11,-3.23
380,5.46,-8.62,-3.05
390,5.28,-7.54,-2.97
400,5.15,-6.75,-3.18
410,5.22,-6.18,-3.72
420,5.26,-6.35,-3.75
430,5.41,-6.4,-3.94
440,5.52,-6.66,-3.83
450,5.55,-6.83,-3.56
460,5.55,-7.04,-3.21
470,5.51,-7.37,-2.79
480,5.47,-7.08,-2.9
490,5.42,-6.63,-3.07
500,5.42,-6.28,-3.4
510,5.39,-6.09,-3.82
520,5.33,-6.09,-3.84
530,5.28,-6.33,-3.62
540,5.22,-6.74,-3.25
550,5.25,-7.15,-3.25
560,5.22,-7.3,-3.25
570,5.14,-7.25,-3.33
580,5.04,-7.2,-3.46
590,4.9,-7.32,-3.62
600,4.75,-7.25,-3.73
610,4.63,-7.02,-3.51
620,4.46,-6.79,-3.0
630,4.26,-6.58,-2.32
640,4.12,-6.58,-1.88
650,4.18,-6.73,-2.78
660,4.39,-6.77,-4.4
670,4.59,-6.82,-5.05
680,4.8,-7.13,-5.09
690,4.95,-7.68,-4.58
700,4.93,-8.2,-3.76
710,4.92,-8.3,-3.43
720,4.9,-8.34,-3.4
730,4.91,-8.51,-3.66
740,4.92,-8.61,-4.08
750,4.75,-8.47,-4.58
760,4.61,-8.32,-5.76
770,4.25,-7.81,-6.67
780,3.76,-7.39,-7.16
790,3.26,-7.16,-8.11
800,3.05,-6.78,-12.52
810,3.23,-4.7,-19.8
820,3.55,-2.07,-25.73
830,3.65,-0.97,-29.06
840,4.39,-0.52,-35.62
850,5.23,-0.86,-42.07
860,5.74,-0.79,-45.64
870,4.83,-0.69,-47.36
880,1.75,1.56,-45.95
890,-3.07,4.33,-41.87
900,-9.09,5.62,-33.41
910,-14.34,1.63,-19.15
920,-30.31,-1.79,5.79
930,-30.02,-5.84,19.91
940,-30.88,-12.4,25.31
950,-29.26,-19.03,26.99
960,-26.57,-27.3,28.29
970,-21.7,-30.34,30.01
980,-16.55,-30.26,32.76
990,-12.02,-23.95,33.83
1000,-8.17,-16.45,31.27
