timestamp,x,y,z
0,5.46,8.14,4.03
10,5.47,8.06,3.92
20,5.48,7.75,3.58
30,5.59,7.43,3.08
40,5.66,7.24,2.65
50,5.67,7.12,2.5
60,5.62,7.14,2.56
70,5.58,7.24,2.82
80,5.46,7.35,3.28
90,5.36,7.44,3.71
100,5.34,7.35,3.73
110,5.39,7.29,3.23
120,5.4,7.31,2.88
130,5.32,7.22,2.83
140,5.19,7.0,2.99
150,5.02,6.76,3.52
160,4.89,6.74,4.18
170,4.82,6.88,4.69
180,4.76,7.11,5.29
190,4.8,7.21,5.6
200,4.84,7.23,5.45
210,4.83,7.09,5.19
220,4.81,7.14,5.22
230,4.58,7.21,5.87
240,4.25,7.18,6.35
250,3.86,7.44,7.64
260,3.25,7.28,10.06
270,2.88,7.41,13.02
280,2.7,9.14,15.32
290,-0.19,10.71,18.98
300,0.32,11.43,19.1
310,0.04,12.51,20.69
320,-0.55,12.9,22.88
330,-1.29,12.9,25.91
340,-2.37,11.47,29.4
350,-3.76,8.83,32.31
360,-5.38,5.73,32.12
370,-7.24,4.02,29.17
380,-8.77,4.07,23.7
390,-9.76,4.47,14.89
400,-10.58,4.85,5.25
410,-11.71,4.74,-3.11
420,-12.91,4.4,-11.49
430,-13.59,4.31,-19.86
440,-14.93,4.31,-28.42
450,-12.61,3.71,-40.46
460,-10.14,5.5,-45.73
470,-8.12,7.61,-46.61
480,-6.02,10.3,-45.27
490,-4.05,12.4,-42.53
500,-2.53,12.89,-41.36
510,-1.42,9.69,-42.84
520,-1.3,5.24,-45.98
530,-4.25,-0.87,-46.22
540,-8.54,-5.32,-42.94
550,-12.24,-4.77,-38.32
560,-14.03,1.26,-34.15
570,-15.64,5.86,-27.62
580,-17.31,6.9,-20.79
590,-18.58,6.67,-17.98
600,-19.74,4.78,-14.89
610,-30.78,3.98,0.3
620,-27.97,7.28,13.91
630,-26.34,11.52,27.29
640,-22.76,17.87,36.57
650,-18.77,22.78,41.78
660,-15.71,26.05,46.65
670,-12.9,30.28,49.03
680,-9.42,32.55,47.99
690,-7.99,32.77,51.37
700,-7.15,31.44,51.83
710,-6.34,28.18,48.37
720,-6.45,23.5,44.3
730,-7.21,17.21,39.5
740,-8.85,10.39,35.78
750,-10.55,5.09,32.09
760,-12.4,1.44,29.89
770,-14.52,0.1,28.97
780,-16.5,0.76,27.13
790,-18.01,3.41,23.81
800,-18.86,5.8,18.23
810,-19.89,7.0,11.75
820,-20.78,9.44,4.23
830,-21.16,12.75,-3.32
840,-21.24,15.02,-9.4
850,-20.99,15.83,-14.77
860,-20.32,14.21,-20.85
870,-18.66,12.61,-27.73
880,-18.28,11.14,-33.2
890,-12.66,10.88,-41.39
900,-11.97,14.12,-41.09
910,-9.52,17.47,-37.63
920,-6.92,19.35,-30.85
930,-4.19,19.31,-24.98
940,-2.03,17.27,-19.77
950,-0.52,14.09,-15.93
960,0.62,10.18,-13.85
970,1.53,7.13,-12.24
980,2.22,5.88,-10.24
990,2.85,5.9,-7.62
1000,3.09,6.47,-3.84
