timestamp,x,y,z
0,-0.35,10.44,-11.01
10,-0.87,6.55,-9.47
20,-0.79,7.13,-8.4
30,-0.78,9.03,-8.2
40,-0.5,10.32,-8.04
50,0.23,13.92,-9.26
60,0.88,15.22,-11.24
70,0.47,13.35,-10.79
80,0.01,12.42,-8.99
90,-0.12,12.46,-7.71
100,-0.28,12.57,-6.82
110,-0.88,12.46,-5.83
120,-1.09,11.8,-4.91
130,-0.51,11.07,-4.13
140,0.04,10.76,-2.98
150,0.63,10.24,-2.77
160,1.37,9.47,-3.91
170,1.98,8.85,-5.45
180,2.33,8.25,-6.54
190,2.62,7.86,-7.21
200,3.1,7.33,-8.15
210,3.59,6.61,-8.87
220,4.02,5.95,-9.72
230,4.3,5.4,-10.97
240,4.06,5.06,-11.6
250,3.89,4.15,-11.93
260,3.99,3.58,-12.79
270,4.14,3.63,-13.84
280,4.3,4.15,-15.03
290,4.32,4.97,-16.34
300,4.02,5.41,-17.18
310,3.39,5.38,-17.03
320,2.74,4.87,-16.39
330,2.38,3.94,-16.0
340,1.97,2.93,-15.43
350,1.49,1.64,-14.96
360,0.97,0.12,-14.27
370,-0.17,-2.14,-13.13
380,-1.65,-4.04,-12.28
390,-2.73,-6.9,-13.97
400,-3.72,-9.95,-15.91
410,-5.74,-12.61,-16.39
420,-8.84,-14.87,-16.25
430,-12.29,-20.11,-15.76
440,-15.38,-28.05,-14.56
450,-17.81,-33.03,-11.13
460,-29.22,-31.18,5.68
470,-31.4,-23.48,13.42
480,-31.54,-14.15,15.03
490,-32.17,-4.36,17.98
500,-33.34,7.12,25.41
510,-33.24,20.08,35.08
520,-30.45,31.45,42.89
530,-25.52,40.39,46.23
540,-21.27,42.73,45.99
550,-18.66,40.05,47.45
560,-17.96,34.86,49.0
570,-16.71,29.3,44.73
580,-14.87,24.61,34.63
590,-13.52,25.77,23.55
600,-13.64,29.64,13.99
610,-15.03,29.02,4.79
620,-15.36,24.24,-3.17
630,-13.03,20.5,-9.99
640,-9.27,19.72,-14.15
650,-6.58,19.38,-16.74
660,-5.23,20.01,-19.07
670,-5.2,22.62,-21.5
680,-2.03,27.6,-26.53
690,-2.28,32.32,-29.02
700,-1.9,33.4,-31.97
710,-2.37,29.17,-33.55
720,-3.93,20.64,-33.45
730,-5.06,13.07,-33.28
740,-6.04,8.61,-33.65
750,-7.14,7.64,-35.86
760,-8.55,8.68,-37.48
770,-10.12,10.37,-39.07
780,-11.7,12.32,-38.71
790,-14.08,12.11,-35.8
800,-16.92,6.92,-33.0
810,-19.65,-1.87,-30.97
820,-21.76,-11.77,-29.21
830,-22.8,-17.8,-25.78
840,-22.56,-20.64,-17.91
850,-31.71,-21.76,0.04
860,-25.5,-22.01,5.72
870,-23.16,-20.04,16.48
880,-21.0,-16.45,26.85
890,-17.91,-9.45,35.37
900,-14.37,-1.0,40.49
910,-10.42,7.11,41.66
920,-7.49,14.7,41.12
930,-5.34,20.68,39.04
940,-3.0,23.06,33.68
950,-1.45,23.25,29.17
960,0.08,22.48,23.15
970,1.23,19.82,16.48
980,2.07,16.99,10.24
990,2.41,15.6,6.01
1000,2.63,14.81,2.6
