timestamp,x,y,z
0,-3.33,6.6,6.75
10,-3.17,6.7,6.47
20,-3.06,6.25,6.29
30,-3.11,5.97,6.59
40,-3.11,5.83,6.76
50,-2.95,6.12,6.6
60,-2.83,6.42,6.45
70,-2.61,6.84,5.88
80,-2.42,6.97,4.93
90,-2.17,6.79,3.71
100,-2.18,7.27,3.25
110,-2.13,8.45,3.08
120,-2.33,9.73,4.02
130,-2.64,11.21,5.16
140,-2.99,12.51,6.23
150,-3.25,12.73,6.86
160,-3.51,12.48,6.98
170,-3.68,12.42,6.45
180,-3.7,12.72,5.32
190,-3.66,13.29,4.26
200,-3.88,13.73,3.98
210,-4.33,14.37,4.66
220,-5.19,14.7,6.63
230,-6.39,14.94,9.23
240,-7.86,14.86,12.02
250,-9.31,14.76,15.44
260,-10.99,14.82,19.49
270,-12.12,14.77,22.11
280,-12.42,14.52,22.8
290,-12.81,14.23,22.72
300,-12.92,13.7,21.79
310,-13.4,13.19,21.45
320,-14.21,12.06,21.5
330,-15.22,9.75,21.61
340,-16.56,6.26,22.18
350,-17.55,2.18,22.31
360,-17.71,-1.48,20.94
370,-17.08,-4.23,18.4
380,-15.98,-6.15,15.26
390,-15.06,-7.75,12.83
400,-14.2,-8.87,10.9
410,-13.41,-9.15,9.19
420,-12.51,-9.03,7.76
430,-11.67,-9.33,7.11
440,-10.72,-10.37,6.22
450,-9.73,-11.68,4.76
460,-8.74,-13.03,2.33
470,-7.24,-14.18,-0.85
480,-5.66,-13.66,-3.7
490,-4.23,-11.91,-5.56
500,-3.29,-9.94,-6.23
510,-2.61,-8.15,-6.62
520,-1.96,-5.86,-7.28
530,-1.21,-3.78,-8.23
540,-0.8,-2.51,-8.95
550,-0.67,-1.77,-9.84
560,-0.58,-1.3,-10.42
570,-0.66,-0.92,-10.66
580,-0.56,0.27,-11.04
590,-0.36,2.39,-11.9
600,0.32,5.11,-14.03
610,0.8,8.37,-15.97
620,1.0,10.4,-17.19
630,0.88,12.44,-17.04
640,0.6,13.95,-15.62
650,-0.42,14.01,-12.54
660,-1.45,13.77,-10.52
670,-2.3,14.89,-9.6
680,-2.92,17.18,-9.57
690,-3.56,20.09,-10.33
700,-4.64,24.15,-8.86
710,-5.52,27.46,-6.19
720,-5.87,29.82,-1.98
730,-6.77,31.67,2.85
740,-5.84,31.18,3.21
750,-5.81,28.64,1.82
760,-6.47,25.33,-0.39
770,-7.6,21.43,-1.23
780,-8.96,19.48,1.38
790,-9.82,18.78,5.17
800,-9.97,20.19,8.25
810,-9.43,21.64,10.32
820,-8.51,22.2,11.33
830,-7.81,21.38,11.99
840,-7.69,18.65,13.17
850,-8.0,14.67,13.82
860,-7.71,10.36,12.81
870,-7.14,7.13,12.49
880,-6.41,5.55,12.15
890,-5.45,5.83,11.61
900,-5.24,5.83,12.76
910,-4.91,5.75,13.41
920,-4.26,6.11,12.77
930,-3.5,6.33,11.58
940,-2.89,5.88,10.33
950,-2.47,5.09,8.83
960,-2.21,4.19,7.35
970,-2.25,3.08,6.51
980,-2.14,2.01,5.89
990,-1.84,1.64,5.65
1000,-1.25,1.63,4.99
