timestamp,x,y,z
0,-2.71,4.77,5.54
10,-2.84,5.26,6.7
20,-2.89,6.0,7.8
30,-2.95,7.21,8.29
40,-2.91,8.69,7.99
50,-3.03,10.02,7.73
60,-3.28,11.03,8.05
70,-3.72,11.77,8.54
80,-4.37,12.05,9.62
90,-4.93,12.91,11.26
100,-5.53,13.47,12.91
110,-6.1,13.8,14.85
120,-6.5,14.09,16.03
130,-7.02,13.91,16.64
140,-7.51,13.32,17.09
150,-7.87,13.24,16.88
160,-7.94,12.56,15.85
170,-7.97,11.7,14.71
180,-8.26,10.63,14.21
190,-8.91,9.56,14.81
200,-9.45,8.22,15.34
210,-9.82,6.87,15.6
220,-10.07,5.09,15.68
230,-10.1,3.29,15.06
240,-9.84,1.88,13.59
250,-9.62,0.58,12.25
260,-9.45,-0.98,11.6
270,-8.88,-2.06,11.15
280,-8.37,-3.12,11.04
290,-7.76,-4.72,9.91
300,-6.83,-6.01,7.58
310,-5.96,-7.73,4.84
320,-4.87,-9.31,2.1
330,-3.9,-10.65,-0.06
340,-2.98,-11.38,-1.53
350,-1.98,-11.07,-2.16
360,-1.13,-10.54,-2.58
370,-0.29,-9.45,-3.2
380,0.27,-7.94,-4.16
390,0.63,-5.74,-5.5
400,0.63,-3.74,-6.77
410,-0.06,-2.61,-7.87
420,-0.79,-2.25,-9.45
430,-1.37,-1.62,-11.53
440,-0.67,-0.71,-14.31
450,-0.42,0.92,-16.19
460,-0.31,2.97,-17.77
470,-0.5,5.48,-18.35
480,-1.44,8.7,-16.68
490,-2.71,10.44,-14.25
500,-3.91,11.41,-11.52
510,-4.05,12.15,-11.54
520,-3.51,13.85,-13.28
530,-3.15,16.82,-14.96
540,-3.22,19.48,-14.91
550,-3.68,21.34,-12.71
560,-4.02,22.14,-9.56
570,-4.21,22.47,-6.86
580,-4.16,23.03,-5.02
590,-3.85,23.49,-4.71
600,-3.39,23.31,-5.33
610,-3.75,23.22,-3.28
620,-4.03,23.14,-1.1
630,-3.92,22.81,1.21
640,-4.56,22.12,3.12
650,-3.85,21.09,2.58
660,-4.24,20.76,4.25
670,-4.18,18.44,3.03
680,-4.31,16.21,1.73
690,-5.19,14.35,3.06
700,-5.98,13.64,6.44
710,-6.45,14.1,10.44
720,-6.46,15.22,13.05
730,-6.21,15.72,13.58
740,-5.79,15.81,12.97
750,-5.58,15.58,12.52
760,-5.6,14.63,12.4
770,-5.86,12.89,12.43
780,-6.36,10.96,13.51
790,-6.58,9.96,14.48
800,-6.55,9.8,15.35
810,-6.57,9.72,16.12
820,-6.34,9.19,15.77
830,-6.03,8.31,14.88
840,-5.73,6.85,13.36
850,-5.31,5.77,11.58
860,-4.87,4.81,9.88
870,-5.04,2.28,9.23
880,-4.19,2.68,6.89
890,-3.62,2.78,5.91
900,-3.13,2.69,4.82
910,-2.07,2.81,2.78
920,-1.23,2.88,1.47
930,-0.47,2.51,-0.13
940,0.11,2.43,-1.28
950,0.79,2.32,-2.04
960,0.98,2.39,-1.25
970,1.08,2.65,0.02
980,1.36,2.69,0.5
990,1.66,3.31,0.82
1000,1.97,4.25,1.19
