timestamp,x,y,z
0,3.62,8.85,0.36
10,3.62,8.81,0.16
20,3.67,9.06,0.06
30,3.66,9.51,0.08
40,3.64,9.94,0.23
50,3.55,10.21,0.56
60,3.62,10.49,0.44
70,3.7,10.58,0.17
80,3.75,10.36,-0.18
90,3.75,10.11,-0.21
100,3.66,9.76,0.04
110,3.61,9.45,0.35
120,3.51,9.35,0.54
130,3.66,9.41,0.83
140,3.19,9.4,3.23
150,2.77,9.86,5.3
160,2.93,10.02,5.52
170,2.92,10.09,5.96
180,2.87,9.58,5.93
190,2.83,8.72,5.43
200,2.69,7.93,5.51
210,2.49,7.52,6.75
220,2.49,7.73,8.14
230,2.62,8.3,9.3
240,2.74,8.57,9.7
250,2.97,8.23,8.86
260,3.12,7.1,7.3
270,3.24,5.81,5.66
280,3.14,4.37,4.75
290,3.2,3.06,4.16
300,3.03,1.99,4.41
310,3.06,1.3,4.06
320,2.92,0.78,3.9
330,2.88,0.41,3.43
340,2.86,0.19,2.47
350,3.07,0.75,0.89
360,3.29,1.05,-0.62
370,3.12,0.69,-1.68
380,2.91,0.46,-2.92
390,2.65,0.55,-4.24
400,2.22,0.63,-5.27
410,1.72,1.38,-5.9
420,1.09,2.33,-6.07
430,0.33,3.45,-5.82
440,-0.41,4.4,-5.66
450,-0.74,5.56,-6.06
460,-0.95,6.13,-6.62
470,-1.04,6.59,-7.53
480,-0.57,7.57,-8.98
490,-0.32,8.41,-9.91
500,-0.11,8.98,-10.83
510,-0.11,8.96,-11.89
520,0.04,9.78,-13.96
530,-0.07,11.38,-15.94
540,-0.5,14.24,-16.01
550,-1.24,17.23,-14.0
560,-1.85,19.47,-10.3
570,-2.43,21.0,-5.63
580,-2.28,22.43,-2.56
590,-1.64,23.35,-2.49
600,-1.18,23.12,-4.27
610,-0.9,21.5,-7.44
620,-0.91,19.39,-10.99
630,-1.56,18.05,-11.48
640,-2.31,16.59,-10.39
650,-3.45,17.76,-6.03
660,-4.15,17.43,-2.8
670,-4.65,17.65,-0.41
680,-4.88,17.69,2.38
690,-5.78,18.45,6.35
700,-5.55,19.84,9.36
710,-5.24,19.91,10.62
720,-4.91,18.68,9.93
730,-4.63,16.97,8.73
740,-4.37,15.08,7.71
750,-4.17,13.58,8.17
760,-3.93,12.72,9.2
770,-3.56,12.02,9.83
780,-3.28,12.21,10.51
790,-3.27,12.46,11.54
800,-3.41,12.0,12.34
810,-3.47,11.21,12.25
820,-3.36,10.61,11.44
830,-3.25,10.27,10.77
840,-3.1,9.72,9.93
850,-3.01,8.87,9.05
860,-2.95,7.81,8.49
870,-2.96,6.62,8.15
880,-2.84,5.58,7.64
890,-2.83,5.17,7.9
900,-2.41,3.94,6.94
910,-2.26,3.86,7.04
920,-2.15,3.55,6.88
930,-1.84,3.8,6.11
940,-1.5,4.26,5.32
950,-1.14,4.99,4.71
960,-0.72,5.01,3.63
970,-0.56,4.77,3.18
980,-0.64,3.86,3.41
990,-0.55,3.34,3.38
1000,-0.42,2.86,3.18
