timestamp,x,y,z
0,3.56,8.43,0.91
10,3.66,8.11,0.53
20,3.84,7.99,0.17
30,4.01,8.07,0.15
40,4.14,8.29,0.23
50,4.15,8.61,0.58
60,4.13,9.04,1.0
70,4.02,9.39,1.49
80,3.91,9.63,1.78
90,3.83,9.81,1.94
100,3.8,9.91,1.73
110,3.74,9.9,1.51
120,3.66,9.96,1.62
130,3.61,9.96,1.65
140,3.54,9.9,1.87
150,3.47,9.91,2.33
160,3.43,9.86,2.62
170,3.4,9.66,3.0
180,3.42,9.37,3.22
190,3.38,8.91,3.31
200,3.33,8.29,3.28
210,3.28,7.75,3.29
220,3.29,7.53,3.33
230,3.22,7.48,3.56
240,3.25,7.4,3.72
250,3.23,7.18,3.87
260,3.19,6.76,4.02
270,3.1,6.27,4.23
280,3.09,5.63,4.02
290,3.06,5.02,3.67
300,3.09,4.4,3.08
310,3.01,3.81,2.71
320,2.89,3.27,2.41
330,2.8,2.98,2.17
340,2.74,3.08,1.9
350,2.63,3.19,1.59
360,2.56,2.92,0.97
370,2.52,2.64,-0.03
380,2.59,3.02,-1.4
390,2.52,3.39,-2.72
400,2.23,3.74,-3.55
410,1.8,3.95,-3.99
420,1.22,3.71,-4.19
430,0.63,3.71,-4.32
440,0.15,4.53,-4.94
450,0.23,5.54,-7.01
460,0.22,7.02,-8.85
470,-0.33,8.11,-10.01
480,-0.86,9.69,-10.73
490,-1.78,10.81,-10.31
500,-2.35,11.85,-10.18
510,-2.59,12.91,-9.71
520,-2.41,14.25,-9.33
530,-2.13,15.73,-8.15
540,-1.71,16.74,-6.79
550,-1.24,17.34,-5.09
560,-1.61,17.6,-1.91
570,-1.47,17.5,-2.09
580,-1.21,17.59,-3.17
590,-1.02,17.3,-5.0
600,-1.21,16.93,-6.22
610,-1.74,17.23,-6.2
620,-2.08,18.48,-4.94
630,-2.83,19.32,-1.5
640,-3.69,19.12,2.21
650,-4.36,19.12,5.32
660,-4.21,17.82,5.59
670,-3.84,16.13,2.59
680,-3.88,14.59,-0.19
690,-4.58,14.13,0.51
700,-5.28,14.62,3.39
710,-5.85,15.4,7.71
720,-5.98,16.01,12.13
730,-5.41,16.39,13.95
740,-4.59,15.75,13.24
750,-4.01,14.35,11.43
760,-4.01,12.17,9.97
770,-4.27,10.04,9.75
780,-4.71,8.99,11.23
790,-4.88,9.36,13.24
800,-4.88,10.33,15.37
810,-4.64,11.25,16.07
820,-4.22,11.26,14.77
830,-3.91,10.48,12.65
840,-3.77,9.49,10.68
850,-3.63,7.99,8.96
860,-3.71,5.98,8.55
870,-3.7,4.98,8.89
880,-3.54,4.43,9.27
890,-3.41,4.39,9.84
900,-3.08,4.38,9.63
910,-2.67,4.09,8.94
920,-2.17,3.73,7.94
930,-1.73,3.53,7.13
940,-1.6,3.21,7.13
950,-1.42,2.93,7.49
960,-1.39,3.08,7.94
970,-1.27,3.39,7.55
980,-1.13,3.33,7.12
990,-0.99,2.96,6.7
1000,-0.63,2.67,5.71
