timestamp,x,y,z
0,4.47,0.78,-8.21
10,4.46,0.78,-8.29
20,4.49,0.87,-8.43
30,4.44,0.76,-8.52
40,4.25,0.61,-8.34
50,4.12,0.4,-8.22
60,3.99,0.12,-8.21
70,3.97,0.01,-8.52
80,3.94,-0.16,-8.58
90,3.9,-0.03,-8.71
100,3.85,-0.01,-8.78
110,3.81,-0.21,-8.78
120,3.81,-0.03,-8.84
130,3.85,-0.16,-8.9
140,3.82,-0.2,-8.84
150,3.82,-0.07,-8.75
160,3.78,0.25,-8.56
170,3.68,0.47,-8.25
180,3.63,0.76,-8.07
190,3.49,0.92,-7.62
200,3.43,1.36,-7.31
210,3.36,1.6,-7.06
220,3.41,1.77,-7.07
230,3.4,1.95,-7.23
240,3.24,2.25,-6.75
250,3.24,3.41,-6.43
260,3.19,4.18,-6.05
270,3.43,4.19,-6.14
280,3.66,4.1,-6.55
290,3.76,4.06,-6.74
300,4.05,3.79,-7.41
310,4.49,4.12,-8.76
320,4.79,4.97,-10.74
330,5.04,5.28,-12.86
340,5.06,4.96,-15.17
350,4.65,3.78,-16.64
360,4.33,1.98,-18.4
370,3.71,-0.75,-19.58
380,2.68,-3.57,-19.63
390,1.48,-6.25,-19.56
400,0.37,-9.01,-19.77
410,-0.78,-11.51,-20.01
420,-1.87,-14.19,-20.41
430,-2.75,-16.82,-20.24
440,-3.89,-18.08,-18.79
450,-5.3,-17.87,-16.69
460,-6.3,-17.52,-15.01
470,-6.86,-16.94,-13.72
480,-7.32,-16.28,-12.33
490,-7.77,-15.66,-10.42
500,-7.84,-14.89,-8.78
510,-7.87,-13.6,-7.6
520,-8.41,-12.35,-5.13
530,-8.63,-10.16,-1.97
540,-8.67,-7.16,0.44
550,-9.22,-4.62,3.66
560,-10.19,-1.11,8.65
570,-10.98,2.86,12.75
580,-11.62,5.23,14.7
590,-11.76,4.92,14.19
600,-12.25,3.34,12.01
610,-12.68,1.97,8.48
620,-12.83,3.08,4.85
630,-13.22,7.03,3.44
640,-13.0,14.86,2.28
650,-12.92,22.48,1.5
660,-11.17,28.0,-3.23
670,-8.02,28.8,-11.53
680,-4.26,27.88,-20.06
690,-0.61,29.0,-27.29
700,1.36,31.45,-30.24
710,2.69,32.23,-30.94
720,3.28,34.15,-30.8
730,3.99,32.76,-32.59
740,4.62,28.26,-35.28
750,2.94,22.85,-36.82
760,-0.34,15.51,-35.45
770,-4.01,6.73,-30.58
780,-7.05,-1.52,-25.18
790,-8.35,-8.33,-22.02
800,-7.84,-12.66,-23.05
810,-6.93,-17.02,-27.14
820,-6.39,-21.59,-32.1
830,-6.76,-24.95,-34.49
840,-8.26,-27.33,-31.41
850,-9.9,-28.38,-23.68
860,-10.76,-27.6,-15.44
870,-10.75,-25.37,-8.26
880,-9.99,-22.44,-3.35
890,-8.79,-19.49,-1.19
900,-7.71,-15.85,-0.64
910,-7.01,-12.09,-0.13
920,-6.6,-8.61,0.46
930,-6.17,-4.95,0.97
940,-5.54,-1.99,1.6
950,-4.87,0.09,1.97
960,-4.52,1.36,2.82
970,-4.32,1.84,3.61
980,-3.74,2.47,3.1
990,-2.88,3.62,1.37
1000,-2.08,4.85,-0.74
